"order_id","segment_start_time","segment_end_time","actual_duration","driver_id","sector_id","product_id","quantity","weight"
"467","17/2/2024 18:45:32","17/2/2024 18:46:31","59","1","3","29","2","906"
"467","17/2/2024 18:45:32","17/2/2024 18:46:31","59","1","3","86","2","670"
"1047","10/2/2024 15:50:53","10/2/2024 15:52:41","108","2","3","8","3","1497"
"1047","10/2/2024 15:50:53","10/2/2024 15:52:41","108","2","3","57","3","1753"
"1145","8/2/2024 19:30:45","8/2/2024 19:32:18","93","2","2","55","1","1734"
"1145","8/2/2024 19:30:45","8/2/2024 19:32:18","93","2","2","59","2","1779"
"1145","8/2/2024 19:30:45","8/2/2024 19:32:18","93","2","2","85","2","1493"
"2186","28/2/2024 08:30:20","28/2/2024 08:33:33","193","2","2","2","3","833"
"2186","28/2/2024 08:30:20","28/2/2024 08:33:33","193","2","2","9","1","237"
"2186","28/2/2024 08:30:20","28/2/2024 08:33:33","193","2","2","26","3","1872"
"2186","28/2/2024 08:30:20","28/2/2024 08:33:33","193","2","2","46","2","344"
"2186","28/2/2024 08:30:20","28/2/2024 08:33:33","193","2","2","83","3","851"
"556","21/2/2024 08:38:17","21/2/2024 08:39:29","72","1","3","14","2","189"
"556","21/2/2024 08:38:17","21/2/2024 08:39:29","72","1","3","38","2","653"
"556","21/2/2024 08:38:17","21/2/2024 08:39:29","72","1","3","48","1","256"
"556","21/2/2024 08:38:17","21/2/2024 08:39:29","72","1","3","76","1","1273"
"556","21/2/2024 08:38:17","21/2/2024 08:39:29","72","1","3","87","3","982"
"304","19/2/2024 06:17:56","19/2/2024 06:21:56","240","3","2","22","2","407"
"304","19/2/2024 06:17:56","19/2/2024 06:21:56","240","3","2","29","1","906"
"304","19/2/2024 06:17:56","19/2/2024 06:21:56","240","3","2","33","2","1526"
"304","19/2/2024 06:17:56","19/2/2024 06:21:56","240","3","2","66","2","703"
"304","19/2/2024 06:17:56","19/2/2024 06:21:56","240","3","2","80","1","414"
"414","18/2/2024 08:09:13","18/2/2024 08:14:03","290","4","2","11","3","338"
"414","18/2/2024 08:09:13","18/2/2024 08:14:03","290","4","2","40","1","641"
"414","18/2/2024 08:09:13","18/2/2024 08:14:03","290","4","2","56","3","318"
"414","18/2/2024 08:09:13","18/2/2024 08:14:03","290","4","2","91","1","1428"
"1999","25/2/2024 17:12:54","25/2/2024 17:12:54","0","4","2","16","1","750"
"1999","25/2/2024 17:12:54","25/2/2024 17:12:54","0","4","2","25","3","1963"
"1210","22/2/2024 17:42:52","22/2/2024 17:46:05","193","2","1","11","1","338"
"1210","22/2/2024 17:42:52","22/2/2024 17:46:05","193","2","1","18","2","1997"
"1210","22/2/2024 17:42:52","22/2/2024 17:46:05","193","2","1","19","1","627"
"1210","22/2/2024 17:42:52","22/2/2024 17:46:05","193","2","1","89","2","1478"
"1210","22/2/2024 17:42:52","22/2/2024 17:46:05","193","2","1","95","2","1491"
"1962","25/2/2024 02:09:09","25/2/2024 02:10:07","58","1","2","13","2","486"
"1962","25/2/2024 02:09:09","25/2/2024 02:10:07","58","1","2","41","1","1990"
"1962","25/2/2024 02:09:09","25/2/2024 02:10:07","58","1","2","80","1","414"
"27","1/2/2024 20:47:52","1/2/2024 20:48:59","67","1","2","23","3","546"
"27","1/2/2024 20:47:52","1/2/2024 20:48:59","67","1","2","57","3","1753"
"27","1/2/2024 20:47:52","1/2/2024 20:48:59","67","1","2","92","2","245"
"231","3/2/2024 17:27:10","3/2/2024 17:30:39","209","3","3","0","2","928"
"231","3/2/2024 17:27:10","3/2/2024 17:30:39","209","3","3","29","3","906"
"231","3/2/2024 17:27:10","3/2/2024 17:30:39","209","3","3","58","3","1220"
"231","3/2/2024 17:27:10","3/2/2024 17:30:39","209","3","3","59","1","1779"
"2185","3/2/2024 03:53:28","3/2/2024 03:58:08","280","2","1","38","3","653"
"2185","3/2/2024 03:53:28","3/2/2024 03:58:08","280","2","1","83","3","851"
"2185","3/2/2024 03:53:28","3/2/2024 03:58:08","280","2","1","91","3","1428"
"2185","3/2/2024 03:53:28","3/2/2024 03:58:08","280","2","1","94","1","1168"
"48","11/2/2024 07:59:17","11/2/2024 07:59:17","0","1","3","7","3","1949"
"1732","28/2/2024 15:46:33","28/2/2024 15:49:45","192","3","2","19","3","627"
"1732","28/2/2024 15:46:33","28/2/2024 15:49:45","192","3","2","80","2","414"
"1732","28/2/2024 15:46:33","28/2/2024 15:49:45","192","3","2","87","3","982"
"1577","13/2/2024 17:43:33","13/2/2024 17:45:22","109","2","1","29","1","906"
"2161","20/2/2024 19:10:13","20/2/2024 19:12:27","134","3","2","5","1","1993"
"2161","20/2/2024 19:10:13","20/2/2024 19:12:27","134","3","2","37","1","1218"
"2161","20/2/2024 19:10:13","20/2/2024 19:12:27","134","3","2","49","1","728"
"2161","20/2/2024 19:10:13","20/2/2024 19:12:27","134","3","2","76","2","1273"
"152","1/2/2024 20:41:21","1/2/2024 20:43:22","121","1","1","2","2","833"
"152","1/2/2024 20:41:21","1/2/2024 20:43:22","121","1","1","14","1","189"
"152","1/2/2024 20:41:21","1/2/2024 20:43:22","121","1","1","25","3","1963"
"152","1/2/2024 20:41:21","1/2/2024 20:43:22","121","1","1","28","1","1789"
"152","1/2/2024 20:41:21","1/2/2024 20:43:22","121","1","1","42","3","1976"
"328","8/2/2024 15:22:08","8/2/2024 15:26:21","253","3","1","68","1","1895"
"328","8/2/2024 15:22:08","8/2/2024 15:26:21","253","3","1","81","2","1873"
"328","8/2/2024 15:22:08","8/2/2024 15:26:21","253","3","1","89","1","1478"
"328","8/2/2024 15:22:08","8/2/2024 15:26:21","253","3","1","94","1","1168"
"328","8/2/2024 15:22:08","8/2/2024 15:26:21","253","3","1","95","1","1491"
"66","28/2/2024 21:22:51","28/2/2024 21:27:47","296","4","1","3","1","1120"
"66","28/2/2024 21:22:51","28/2/2024 21:27:47","296","4","1","15","1","764"
"66","28/2/2024 21:22:51","28/2/2024 21:27:47","296","4","1","41","2","1990"
"66","28/2/2024 21:22:51","28/2/2024 21:27:47","296","4","1","77","1","968"
"1591","24/2/2024 02:08:01","24/2/2024 02:11:02","181","2","1","54","3","140"
"1591","24/2/2024 02:08:01","24/2/2024 02:11:02","181","2","1","75","2","397"
"235","25/2/2024 09:59:30","25/2/2024 10:05:42","372","4","2","5","2","1993"
"235","25/2/2024 09:59:30","25/2/2024 10:05:42","372","4","2","67","2","628"
"235","25/2/2024 09:59:30","25/2/2024 10:05:42","372","4","2","75","2","397"
"235","25/2/2024 09:59:30","25/2/2024 10:05:42","372","4","2","77","2","968"
"235","25/2/2024 09:59:30","25/2/2024 10:05:42","372","4","2","87","3","982"
"846","18/2/2024 16:41:48","18/2/2024 16:44:13","145","2","1","14","3","189"
"846","18/2/2024 16:41:48","18/2/2024 16:44:13","145","2","1","61","1","943"
"2083","23/2/2024 20:17:50","23/2/2024 20:21:00","190","4","3","13","1","486"
"2083","23/2/2024 20:17:50","23/2/2024 20:21:00","190","4","3","14","1","189"
"2083","23/2/2024 20:17:50","23/2/2024 20:21:00","190","4","3","59","2","1779"
"1006","24/2/2024 14:25:19","24/2/2024 14:26:21","62","1","3","9","3","237"
"1006","24/2/2024 14:25:19","24/2/2024 14:26:21","62","1","3","59","1","1779"
"1006","24/2/2024 14:25:19","24/2/2024 14:26:21","62","1","3","65","1","1830"
"1006","24/2/2024 14:25:19","24/2/2024 14:26:21","62","1","3","79","2","1599"
"944","27/2/2024 09:49:31","27/2/2024 09:51:11","100","2","2","56","1","318"
"944","27/2/2024 09:49:31","27/2/2024 09:51:11","100","2","2","91","2","1428"
"186","2/2/2024 19:22:39","2/2/2024 19:25:44","185","3","2","7","1","1949"
"186","2/2/2024 19:22:39","2/2/2024 19:25:44","185","3","2","48","1","256"
"186","2/2/2024 19:22:39","2/2/2024 19:25:44","185","3","2","69","2","1020"
"186","2/2/2024 19:22:39","2/2/2024 19:25:44","185","3","2","87","2","982"
"186","2/2/2024 19:22:39","2/2/2024 19:25:44","185","3","2","91","2","1428"
"1531","5/2/2024 02:06:18","5/2/2024 02:08:15","117","1","1","11","3","338"
"1531","5/2/2024 02:06:18","5/2/2024 02:08:15","117","1","1","33","2","1526"
"1531","5/2/2024 02:06:18","5/2/2024 02:08:15","117","1","1","96","1","464"
"1822","3/2/2024 02:32:30","3/2/2024 02:34:44","134","3","3","27","2","296"
"1822","3/2/2024 02:32:30","3/2/2024 02:34:44","134","3","3","28","1","1789"
"1822","3/2/2024 02:32:30","3/2/2024 02:34:44","134","3","3","27","2","296"
"1822","3/2/2024 02:32:30","3/2/2024 02:34:44","134","3","3","28","1","1789"
"1007","9/2/2024 03:58:14","9/2/2024 04:00:12","118","2","3","95","3","1491"
"1669","11/2/2024 15:31:56","11/2/2024 15:35:13","197","3","2","20","3","1974"
"1669","11/2/2024 15:31:56","11/2/2024 15:35:13","197","3","2","29","1","906"
"1669","11/2/2024 15:31:56","11/2/2024 15:35:13","197","3","2","35","2","1454"
"1669","11/2/2024 15:31:56","11/2/2024 15:35:13","197","3","2","67","2","628"
"1669","11/2/2024 15:31:56","11/2/2024 15:35:13","197","3","2","71","1","1378"
"2188","10/2/2024 04:35:49","10/2/2024 04:39:27","218","3","2","18","3","1997"
"2188","10/2/2024 04:35:49","10/2/2024 04:39:27","218","3","2","31","2","1044"
"2188","10/2/2024 04:35:49","10/2/2024 04:39:27","218","3","2","40","2","641"
"2188","10/2/2024 04:35:49","10/2/2024 04:39:27","218","3","2","43","1","923"
"2188","10/2/2024 04:35:49","10/2/2024 04:39:27","218","3","2","49","1","728"
"627","1/2/2024 09:25:06","1/2/2024 09:26:21","75","1","1","10","3","860"
"627","1/2/2024 09:25:06","1/2/2024 09:26:21","75","1","1","42","1","1976"
"629","16/2/2024 21:21:53","16/2/2024 21:21:53","0","3","1","0","1","928"
"629","16/2/2024 21:21:53","16/2/2024 21:21:53","0","3","1","11","2","338"
"629","16/2/2024 21:21:53","16/2/2024 21:21:53","0","3","1","39","3","1743"
"1624","8/2/2024 02:17:53","8/2/2024 02:17:53","0","3","3","40","3","641"
"1624","8/2/2024 02:17:53","8/2/2024 02:17:53","0","3","3","43","2","923"
"1624","8/2/2024 02:17:53","8/2/2024 02:17:53","0","3","3","73","3","1359"
"1284","23/2/2024 18:52:41","23/2/2024 18:56:18","217","2","1","39","2","1743"
"1284","23/2/2024 18:52:41","23/2/2024 18:56:18","217","2","1","42","2","1976"
"1284","23/2/2024 18:52:41","23/2/2024 18:56:18","217","2","1","44","2","1490"
"1284","23/2/2024 18:52:41","23/2/2024 18:56:18","217","2","1","51","1","300"
"1284","23/2/2024 18:52:41","23/2/2024 18:56:18","217","2","1","65","2","1830"
"239","17/2/2024 15:12:56","17/2/2024 15:15:05","129","2","2","16","3","750"
"239","17/2/2024 15:12:56","17/2/2024 15:15:05","129","2","2","42","1","1976"
"239","17/2/2024 15:12:56","17/2/2024 15:15:05","129","2","2","48","3","256"
"239","17/2/2024 15:12:56","17/2/2024 15:15:05","129","2","2","98","2","1184"
"2062","12/2/2024 20:51:59","12/2/2024 20:52:39","40","1","3","26","1","1872"
"2062","12/2/2024 20:51:59","12/2/2024 20:52:39","40","1","3","31","3","1044"
"1341","27/2/2024 02:22:05","27/2/2024 02:21:00","-65","1","3","25","1","1963"
"1341","27/2/2024 02:22:05","27/2/2024 02:21:00","-65","1","3","28","1","1789"
"1341","27/2/2024 02:22:05","27/2/2024 02:21:00","-65","1","3","35","2","1454"
"1341","27/2/2024 02:22:05","27/2/2024 02:21:00","-65","1","3","75","3","397"
"1686","3/2/2024 02:12:15","3/2/2024 02:17:55","340","2","1","38","1","653"
"1686","3/2/2024 02:12:15","3/2/2024 02:17:55","340","2","1","39","2","1743"
"1686","3/2/2024 02:12:15","3/2/2024 02:17:55","340","2","1","55","2","1734"
"1686","3/2/2024 02:12:15","3/2/2024 02:17:55","340","2","1","63","3","903"
"1686","3/2/2024 02:12:15","3/2/2024 02:17:55","340","2","1","70","3","1066"
"969","6/2/2024 08:58:44","6/2/2024 09:04:58","374","4","1","6","3","629"
"969","6/2/2024 08:58:44","6/2/2024 09:04:58","374","4","1","75","1","397"
"969","6/2/2024 08:58:44","6/2/2024 09:04:58","374","4","1","86","1","670"
"610","5/2/2024 07:59:38","5/2/2024 07:56:11","-207","3","3","1","2","1533"
"610","5/2/2024 07:59:38","5/2/2024 07:56:11","-207","3","3","7","2","1949"
"610","5/2/2024 07:59:38","5/2/2024 07:56:11","-207","3","3","46","2","344"
"588","10/2/2024 05:10:12","10/2/2024 05:12:43","151","3","2","21","1","259"
"121","7/2/2024 05:45:56","7/2/2024 05:52:25","389","4","3","45","2","567"
"121","7/2/2024 05:45:56","7/2/2024 05:52:25","389","4","3","53","3","396"
"121","7/2/2024 05:45:56","7/2/2024 05:52:25","389","4","3","59","3","1779"
"121","7/2/2024 05:45:56","7/2/2024 05:52:25","389","4","3","63","1","903"
"121","7/2/2024 05:45:56","7/2/2024 05:52:25","389","4","3","95","1","1491"
"1429","17/2/2024 21:08:43","17/2/2024 21:11:06","143","4","2","65","2","1830"
"1259","28/2/2024 17:11:42","28/2/2024 17:20:18","516","4","1","61","3","943"
"1259","28/2/2024 17:11:42","28/2/2024 17:20:18","516","4","1","76","2","1273"
"1259","28/2/2024 17:11:42","28/2/2024 17:20:18","516","4","1","80","3","414"
"1259","28/2/2024 17:11:42","28/2/2024 17:20:18","516","4","1","93","3","1076"
"1173","7/2/2024 06:38:18","7/2/2024 06:45:20","422","4","2","17","3","1612"
"1173","7/2/2024 06:38:18","7/2/2024 06:45:20","422","4","2","34","3","1850"
"1173","7/2/2024 06:38:18","7/2/2024 06:45:20","422","4","2","35","2","1454"
"1173","7/2/2024 06:38:18","7/2/2024 06:45:20","422","4","2","81","3","1873"
"1173","7/2/2024 06:38:18","7/2/2024 06:45:20","422","4","2","97","1","761"
"1476","11/2/2024 08:13:14","11/2/2024 08:18:12","298","4","3","9","2","237"
"1476","11/2/2024 08:13:14","11/2/2024 08:18:12","298","4","3","37","3","1218"
"1476","11/2/2024 08:13:14","11/2/2024 08:18:12","298","4","3","42","1","1976"
"1906","18/2/2024 08:54:48","18/2/2024 09:00:48","360","3","1","41","2","1990"
"1906","18/2/2024 08:54:48","18/2/2024 09:00:48","360","3","1","52","3","1306"
"1906","18/2/2024 08:54:48","18/2/2024 09:00:48","360","3","1","85","2","1493"
"44","19/2/2024 08:20:38","19/2/2024 08:24:26","228","4","2","3","3","1120"
"44","19/2/2024 08:20:38","19/2/2024 08:24:26","228","4","2","66","1","703"
"2008","14/2/2024 14:39:59","14/2/2024 14:41:13","74","1","1","2","1","833"
"2008","14/2/2024 14:39:59","14/2/2024 14:41:13","74","1","1","19","2","627"
"2008","14/2/2024 14:39:59","14/2/2024 14:41:13","74","1","1","41","1","1990"
"2008","14/2/2024 14:39:59","14/2/2024 14:41:13","74","1","1","78","1","257"
"2008","14/2/2024 14:39:59","14/2/2024 14:41:13","74","1","1","97","1","761"
"1769","17/2/2024 16:39:27","17/2/2024 16:41:15","108","2","2","11","3","338"
"1769","17/2/2024 16:39:27","17/2/2024 16:41:15","108","2","2","14","2","189"
"1769","17/2/2024 16:39:27","17/2/2024 16:41:15","108","2","2","56","1","318"
"1230","23/2/2024 09:19:09","23/2/2024 09:20:55","106","1","1","33","3","1526"
"1230","23/2/2024 09:19:09","23/2/2024 09:20:55","106","1","1","43","3","923"
"1989","23/2/2024 04:42:36","23/2/2024 04:45:41","185","3","3","64","2","1956"
"1989","23/2/2024 04:42:36","23/2/2024 04:45:41","185","3","3","82","2","1776"
"948","1/2/2024 18:13:12","1/2/2024 18:16:40","208","2","1","36","2","273"
"948","1/2/2024 18:13:12","1/2/2024 18:16:40","208","2","1","45","1","567"
"948","1/2/2024 18:13:12","1/2/2024 18:16:40","208","2","1","59","2","1779"
"948","1/2/2024 18:13:12","1/2/2024 18:16:40","208","2","1","84","3","1675"
"2035","8/2/2024 05:24:17","8/2/2024 05:29:26","309","4","3","66","3","703"
"2035","8/2/2024 05:24:17","8/2/2024 05:29:26","309","4","3","80","2","414"
"2035","8/2/2024 05:24:17","8/2/2024 05:29:26","309","4","3","95","3","1491"
"469","12/2/2024 08:19:11","12/2/2024 08:20:41","90","2","2","21","2","259"
"546","2/2/2024 05:17:53","2/2/2024 05:20:16","143","3","3","0","1","928"
"546","2/2/2024 05:17:53","2/2/2024 05:20:16","143","3","3","57","2","1753"
"1620","8/2/2024 08:48:12","8/2/2024 08:49:18","66","1","3","48","1","256"
"1620","8/2/2024 08:48:12","8/2/2024 08:49:18","66","1","3","65","3","1830"
"273","6/2/2024 14:14:35","6/2/2024 14:18:06","211","4","2","5","2","1993"
"273","6/2/2024 14:14:35","6/2/2024 14:18:06","211","4","2","14","2","189"
"273","6/2/2024 14:14:35","6/2/2024 14:18:06","211","4","2","44","1","1490"
"1660","20/2/2024 07:13:40","20/2/2024 07:14:53","73","1","3","62","1","429"
"1660","20/2/2024 07:13:40","20/2/2024 07:14:53","73","1","3","76","3","1273"
"1660","20/2/2024 07:13:40","20/2/2024 07:14:53","73","1","3","89","2","1478"
"1660","20/2/2024 07:13:40","20/2/2024 07:14:53","73","1","3","99","2","1557"
"966","17/2/2024 09:00:19","17/2/2024 09:03:51","212","4","2","11","2","338"
"966","17/2/2024 09:00:19","17/2/2024 09:03:51","212","4","2","14","1","189"
"966","17/2/2024 09:00:19","17/2/2024 09:03:51","212","4","2","37","1","1218"
"771","5/2/2024 07:26:14","5/2/2024 07:30:46","272","3","1","66","1","703"
"771","5/2/2024 07:26:14","5/2/2024 07:30:46","272","3","1","70","3","1066"
"1159","13/2/2024 15:14:38","13/2/2024 15:16:35","117","1","1","13","1","486"
"1159","13/2/2024 15:14:38","13/2/2024 15:16:35","117","1","1","29","3","906"
"1159","13/2/2024 15:14:38","13/2/2024 15:16:35","117","1","1","55","2","1734"
"1159","13/2/2024 15:14:38","13/2/2024 15:16:35","117","1","1","58","3","1220"
"1159","13/2/2024 15:14:38","13/2/2024 15:16:35","117","1","1","71","2","1378"
"1277","19/2/2024 20:53:46","19/2/2024 20:55:42","116","1","1","4","3","610"
"1277","19/2/2024 20:53:46","19/2/2024 20:55:42","116","1","1","56","2","318"
"1277","19/2/2024 20:53:46","19/2/2024 20:55:42","116","1","1","60","3","462"
"1277","19/2/2024 20:53:46","19/2/2024 20:55:42","116","1","1","66","3","703"
"967","6/2/2024 07:54:03","6/2/2024 07:59:08","305","4","1","50","2","497"
"916","15/2/2024 18:42:50","15/2/2024 18:45:12","142","3","2","14","3","189"
"916","15/2/2024 18:42:50","15/2/2024 18:45:12","142","3","2","62","3","429"
"1585","7/2/2024 21:39:09","7/2/2024 21:40:23","74","1","1","32","1","1754"
"1585","7/2/2024 21:39:09","7/2/2024 21:40:23","74","1","1","50","1","497"
"1585","7/2/2024 21:39:09","7/2/2024 21:40:23","74","1","1","76","3","1273"
"2169","28/2/2024 08:22:15","28/2/2024 08:24:32","137","4","2","25","1","1963"
"1841","27/2/2024 15:13:44","27/2/2024 15:17:21","217","3","1","6","3","629"
"1841","27/2/2024 15:13:44","27/2/2024 15:17:21","217","3","1","75","1","397"
"1841","27/2/2024 15:13:44","27/2/2024 15:17:21","217","3","1","86","1","670"
"709","6/2/2024 15:24:47","6/2/2024 15:25:52","65","1","2","34","1","1850"
"709","6/2/2024 15:24:47","6/2/2024 15:25:52","65","1","2","39","3","1743"
"709","6/2/2024 15:24:47","6/2/2024 15:25:52","65","1","2","40","1","641"
"709","6/2/2024 15:24:47","6/2/2024 15:25:52","65","1","2","56","3","318"
"1958","4/2/2024 02:52:07","4/2/2024 02:52:45","38","1","2","86","2","670"
"170","25/2/2024 14:43:45","25/2/2024 14:45:14","89","1","1","11","2","338"
"170","25/2/2024 14:43:45","25/2/2024 14:45:14","89","1","1","30","3","818"
"170","25/2/2024 14:43:45","25/2/2024 14:45:14","89","1","1","96","1","464"
"1515","25/2/2024 05:07:56","25/2/2024 05:07:56","0","3","3","37","3","1218"
"1515","25/2/2024 05:07:56","25/2/2024 05:07:56","0","3","3","39","3","1743"
"1515","25/2/2024 05:07:56","25/2/2024 05:07:56","0","3","3","66","1","703"
"1515","25/2/2024 05:07:56","25/2/2024 05:07:56","0","3","3","69","3","1020"
"1515","25/2/2024 05:07:56","25/2/2024 05:07:56","0","3","3","92","2","245"
"1073","9/2/2024 02:21:19","9/2/2024 02:24:52","213","3","3","62","1","429"
"1073","9/2/2024 02:21:19","9/2/2024 02:24:52","213","3","3","86","3","670"
"1073","9/2/2024 02:21:19","9/2/2024 02:24:52","213","3","3","88","3","1223"
"1928","21/2/2024 08:45:35","21/2/2024 08:45:35","0","1","1","12","1","1447"
"1928","21/2/2024 08:45:35","21/2/2024 08:45:35","0","1","1","13","3","486"
"1928","21/2/2024 08:45:35","21/2/2024 08:45:35","0","1","1","17","2","1612"
"1928","21/2/2024 08:45:35","21/2/2024 08:45:35","0","1","1","32","1","1754"
"2036","14/2/2024 02:58:33","14/2/2024 02:59:35","62","2","2","47","1","310"
"272","13/2/2024 03:00:19","13/2/2024 03:04:47","268","3","3","4","1","610"
"272","13/2/2024 03:00:19","13/2/2024 03:04:47","268","3","3","8","1","1497"
"272","13/2/2024 03:00:19","13/2/2024 03:04:47","268","3","3","12","3","1447"
"272","13/2/2024 03:00:19","13/2/2024 03:04:47","268","3","3","24","2","1078"
"272","13/2/2024 03:00:19","13/2/2024 03:04:47","268","3","3","37","3","1218"
"1347","5/2/2024 18:23:19","5/2/2024 18:27:57","278","4","3","0","1","928"
"1347","5/2/2024 18:23:19","5/2/2024 18:27:57","278","4","3","44","3","1490"
"1347","5/2/2024 18:23:19","5/2/2024 18:27:57","278","4","3","51","3","300"
"1347","5/2/2024 18:23:19","5/2/2024 18:27:57","278","4","3","61","2","943"
