"sector_id","actual_duration"
"1","233"
"3","179"
"1","294"
"3","47"
"1","326"
"3","144"
"1","77"
"2","43"
"2","86"
"1","263"
"2","0"
"2","104"
"1","66"
"1","210"
"2","101"
"2","153"
"3","0"
"2","138"
"2","131"
"2","225"
"3","57"
"1","238"
"1","14859"
"3","42"
"2","26"
"2","130"
"1","0"
"2","194"
"1","104"
"3","139"
"3","113"
"2","-260"
"2","260"
"2","113"
"3","177"
"2","77"
"2","171"
"3","182"
"2","199"
"1","272"
"2","44"
"1","181"
"3","49"
"3","283"
"1","0"
"1","422"
"3","166"
"1","282"
"3","204"
"2","303"
"1","419"
"2","189"
"1","149"
"2","66"
"1","342"
"1","0"
"3","171"
"2","118"
"2","330"
"3","279"
"3","180"
"1","137"
"3","134"
"2","199"
"3","147"
"3","274"
"3","45"
"1","96"
"3","83"
"3","248"
"1","154"
"2","0"
"3","125"
"1","186"
"3","359"
"3","158"
"2","133"
"1","299"
"2","77"
"3","329"
"3","201"
"2","68"
"1","-125"
"3","137"
"1","0"
"1","82"
"2","270"
"3","386"
"3","183"
"1","202"
"3","58"
"2","77"
"1","488"
"2","353"
"3","254"
"3","254"
"2","146"
"1","291"
"1","412"
"3","226"
"1","436"
"2","59"
"2","281"
"2","144"
"3","48"
"2","172"
"1","91"
"2","102"
"3","44"
"3","111"
"2","117"
"2","173"
"2","148"
"1","444"
"1","305"
"1","0"
"3","337"
"1","360"
"3","47"
"2","65"
"3","290"
"1","242"
"3","63"
"1","575"
"1","0"
"3","108"
"2","87"
"1","189"
"3","61"
"2","156"
"1","355"
"2","34"
"2","297"
"1","347"
"2","51"
"2","215"
"2","54"
"1","354"
"1","103"
"2","102"
"2","122"
"1","127"
"3","212"
"2","259"
"3","261"
"1","213"
"3","138"
"3","213"
"2","61"
"1","365"
"2","14692"
"3","95"
"2","296"
"1","84"
"2","80"
"1","320"
"1","485"
"2","181"
"1","0"
"1","394"
"1","603"
"1","124"
"2","140"
"2","274"
"1","190"
"1","389"
"2","129"
"3","241"
"3","128"
"3","88"
"3","82"
"1","149"
"3","92"
"2","146"
"3","197"
"1","326"
"2","243"
"2","37"
"3","191"
"1","343"
"3","227"
"1","544"
"1","61"
"2","176"
"1","465"
"1","291"
"1","92"
"1","107"
"3","248"
"3","191"
"2","181"
"2","100"
"3","210"
"3","65"
"2","91"
"3","45"
"1","442"
"3","248"
"3","0"
"3","14459"
"2","191"
"2","319"
"3","299"
"2","133"
"1","221"
"2","249"
"3","223"
"1","293"
"1","77"
"1","344"
"1","580"
"1","194"
"3","51"
"2","277"
"1","69"
"1","111"
"1","96"
"3","282"
"3","147"
"1","109"
"2","128"
"2","40"
"1","101"
"1","404"
"1","274"
"2","56"
"3","103"
"1","120"
"3","347"
"3","161"
"2","107"
"2","170"
"1","380"
"2","325"
"3","205"
"2","239"
"2","201"
"2","107"
"2","72"
"1","433"
"2","116"
"3","149"
"1","323"
"2","137"
"3","120"
"3","53"
"3","0"
"2","64"
"2","334"
"2","157"
"2","115"
"2","14573"
"2","211"
"2","127"
"2","122"
"1","110"
"3","44"
"2","74"
"2","137"
"2","199"
"1","359"
"2","99"
"2","116"
"2","52"
"2","269"
"1","68"
"1","399"
"3","205"
"1","108"
"2","308"
"3","182"
"2","176"
"3","0"
"2","278"
"3","220"
"1","95"
"1","0"
"3","217"
"3","224"
"3","48"
"3","140"
"2","198"
"3","108"
"3","96"
"3","182"
"3","124"
"3","85"
"1","125"
"3","0"
"1","51"
"1","191"
"3","211"
"1","357"
"1","112"
"2","120"
"3","260"
"3","161"
"3","55"
"3","244"
"2","39"
"3","98"
"1","92"
"2","60"
"2","143"
"3","121"
"1","308"
"2","42"
"3","279"
"3","195"
"3","151"
"3","151"
"3","157"
"3","217"
"1","124"
"2","61"
"2","70"
"2","193"
"2","241"
"1","347"
"1","86"
"2","131"
"1","217"
"2","224"
"3","266"
"1","630"
"2","410"
"2","69"
"2","36"
"3","213"
"3","78"
"2","62"
"2","177"
"3","42"
"3","146"
"2","188"
"1","64"
"1","209"
"2","85"
"3","139"
"2","71"
"2","134"
"2","129"
"3","126"
"3","194"
"1","0"
"2","195"
"1","108"
"1","161"
"3","282"
"3","135"
"1","283"
"3","139"
"1","245"
"1","527"
"3","72"
"3","176"
"1","368"
"3","201"
"3","179"
"2","172"
"1","209"
"2","138"
"2","54"
"2","119"
"1","79"
"1","305"
"3","63"
"1","51"
"2","133"
"3","208"
"3","209"
"1","627"
"1","262"
"1","166"
"3","182"
"2","120"
"1","295"
"1","193"
"3","116"
"2","75"
"3","33"
"2","165"
"3","310"
"3","173"
"2","212"
"3","257"
"3","69"
"3","137"
"3","63"
"3","202"
"3","396"
"3","190"
"1","209"
"3","0"
"1","0"
"2","82"
"2","302"
"2","132"
"1","114"
"1","424"
"2","343"
"3","144"
"3","0"
"2","361"
"3","72"
"3","130"
"3","168"
"2","186"
"3","197"
"3","163"
"1","254"
"3","276"
"3","37"
"2","171"
"2","135"
"3","61"
"1","273"
"3","300"
"1","133"
"1","99"
"1","65"
"2","207"
"3","112"
"1","324"
"1","71"
"3","74"
"3","0"
"3","92"
"3","80"
"3","118"
"3","41"
"3","48"
"1","0"
"3","267"
"3","267"
"2","151"
"2","57"
"3","46"
"3","260"
"1","172"
"2","184"
"1","125"
"3","82"
"2","64"
"2","176"
"3","167"
"3","168"
"3","422"
"3","198"
"2","75"
"3","154"
"2","60"
"3","77"
"3","105"
"1","224"
"2","115"
"3","319"
"1","85"
"3","0"
"2","0"
"1","166"
"3","254"
"1","359"
"2","231"
"3","78"
"2","89"
"1","428"
"2","186"
"2","225"
"3","107"
"3","48"
"1","172"
"2","0"
"1","263"
"3","133"
"3","69"
"3","87"
"1","422"
"3","56"
"1","289"
"2","55"
"2","52"
"1","80"
"2","61"
"2","97"
"3","141"
"2","51"
"3","63"
"1","100"
"3","58"
"3","119"
"3","39"
"1","0"
"2","285"
"2","0"
"2","181"
"1","112"
"1","177"
"1","230"
"3","181"
"2","119"
"3","194"
"1","108"
"1","216"
"1","400"
"2","146"
"2","76"
"1","335"
"3","161"
"3","164"
"2","199"
"1","191"
"2","202"
"1","182"
"3","105"
"2","67"
"3","40"
"2","125"
"2","322"
"3","39"
"3","168"
"3","57"
"3","303"
"3","70"
"2","96"
"3","14747"
"2","228"
"2","0"
"1","14671"
"3","77"
"1","328"
"1","87"
"3","52"
"1","390"
"2","123"
"3","59"
"1","502"
"1","485"
"1","68"
"3","75"
"1","255"
"2","283"
"2","154"
"2","235"
"2","90"
"3","65"
"2","72"
"3","463"
"1","400"
"3","126"
"2","46"
"3","331"
"1","319"
"2","50"
"2","86"
"1","104"
"1","104"
"2","136"
"2","140"
"3","280"
"3","65"
"2","253"
"1","481"
"1","259"
"3","304"
"2","203"
"3","107"
"3","53"
"1","401"
"3","302"
"3","148"
"3","78"
"2","159"
"3","0"
"3","68"
"1","103"
"3","39"
"3","99"
"2","82"
"1","80"
"1","170"
"3","158"
"2","263"
"1","-149"
"3","354"
"2","207"
"3","196"
"2","106"
"1","80"
"3","14497"
"1","137"
"2","268"
"3","170"
"1","151"
"1","14523"
"2","0"
"2","159"
"2","66"
"2","0"
"3","78"
"2","84"
"1","60"
"2","47"
"2","123"
"2","102"
"1","97"
"1","112"
"1","121"
"3","101"
"2","61"
"3","77"
"3","123"
"3","133"
"2","14538"
"1","0"
"1","110"
"1","176"
"2","138"
"2","170"
"2","342"
"3","146"
"2","80"
"1","357"
"2","70"
"1","301"
"3","107"
"3","231"
"2","70"
"1","201"
"2","247"
"3","131"
"3","248"
"2","40"
"3","176"
"2","36"
"3","315"
"2","56"
"3","205"
"2","59"
"3","0"
"2","216"
"1","0"
"2","198"
"3","107"
"2","143"
"1","180"
"2","144"
"1","234"
"2","183"
"2","142"
"1","153"
"2","76"
"3","255"
"1","267"
"1","202"
"2","148"
"3","90"
"3","192"
"2","123"
"3","34"
"2","119"
"2","167"
"3","82"
"1","219"
"2","98"
"1","390"
"3","69"
"2","231"
"2","254"
"3","289"
"3","0"
"2","201"
"3","85"
"3","0"
"3","48"
"3","349"
"1","248"
"3","100"
"1","0"
"2","197"
"2","197"
"2","99"
"2","135"
"1","472"
"3","117"
"1","211"
"2","175"
"3","180"
"3","83"
"2","116"
"1","64"
"2","162"
"1","430"
"1","237"
"2","76"
"1","199"
"1","194"
"2","118"
"3","99"
"3","34"
"2","45"
"1","156"
"1","273"
"1","273"
"2","193"
"2","175"
"1","258"
"2","103"
"3","159"
"3","0"
"1","49"
"1","406"
"1","78"
"2","73"
"2","108"
"3","329"
"3","54"
"3","14496"
"1","102"
"1","74"
"1","141"
"2","56"
"2","184"
"2","53"
"3","37"
"3","122"
"2","244"
"3","128"
"3","46"
"3","219"
"1","270"
"2","183"
"1","345"
"1","115"
"1","138"
"1","370"
"2","54"
"1","113"
"2","68"
"2","112"
"2","173"
"1","130"
"1","210"
"3","14479"
"3","307"
"3","49"
"2","181"
"1","297"
"3","187"
"1","100"
"3","106"
"3","34"
"2","219"
"1","196"
"2","138"
"1","260"
"1","327"
"3","141"
"1","221"
"1","242"
"1","188"
"3","0"
"2","78"
"1","232"
"2","113"
"1","207"
"3","165"
"2","380"
"1","293"
"2","0"
"2","131"
"2","224"
"1","457"
"3","70"
"1","131"
"1","88"
"1","88"
"2","100"
"2","69"
"2","170"
"3","119"
"2","193"
"3","72"
"3","185"
"2","37"
"1","148"
"3","112"
"1","0"
"2","81"
"3","336"
"2","218"
"3","55"
"1","71"
"2","117"
"2","53"
"1","112"
"3","98"
"3","92"
"2","128"
"3","14469"
"1","682"
"1","93"
"1","521"
"2","0"
"2","176"
"2","104"
"3","134"
"1","346"
"2","129"
"2","363"
"3","71"
"2","68"
"1","85"
"3","139"
"3","260"
"1","142"
"1","398"
"3","140"
"3","143"
"1","61"
"2","81"
"3","133"
"2","212"
"3","208"
"3","30"
"3","234"
"1","92"
"3","163"
"1","0"
"2","184"
"2","92"
"1","501"
"3","263"
"2","134"
"2","66"
"1","299"
"1","381"
"1","104"
"3","300"
"3","317"
"1","92"
"1","320"
"3","29"
"1","57"
"2","238"
"1","119"
"2","186"
"2","154"
"1","306"
"2","78"
"2","129"
"1","342"
"1","187"
"2","52"
"2","0"
"1","405"
"3","203"
"3","91"
"1","144"
"2","103"
"1","347"
"1","104"
"3","81"
"1","82"
"3","50"
"2","117"
"2","185"
"1","126"
"1","183"
"1","294"
"1","280"
"1","127"
"1","276"
"3","147"
"3","192"
"1","403"
"3","180"
"3","128"
"1","394"
"1","264"
"3","217"
"1","0"
"1","76"
"1","257"
"2","240"
"2","-154"
"2","111"
"2","272"
"2","244"
"2","271"
"1","168"
"1","76"
"1","204"
"1","84"
"1","132"
"1","241"
"1","176"
"3","188"
"1","128"
"3","63"
"3","109"
"3","160"
"1","367"
"1","450"
"1","185"
"1","209"
"1","187"
"1","92"
"2","323"
"1","156"
"1","156"
"1","51"
"2","69"
"1","300"
"2","86"
"1","56"
"1","56"
"1","362"
"3","222"
"2","293"
"2","293"
"2","119"
"3","223"
"3","209"
"3","256"
"2","53"
"3","66"
"3","150"
"3","31"
"1","251"
"1","0"
"2","65"
"1","101"
"3","69"
"3","64"
"2","154"
"2","92"
"2","78"
"1","0"
"1","249"
"3","234"
"3","147"
"2","160"
"3","78"
"2","120"
"3","0"
"1","0"
"3","14467"
"2","117"
"3","116"
"2","47"
"1","344"
"2","0"
"3","121"
"1","320"
"2","211"
"2","123"
"3","53"
"3","133"
"2","167"
"1","156"
"1","193"
"3","57"
"2","71"
"1","299"
"1","506"
"2","149"
"1","63"
"2","101"
"3","66"
"3","313"
"1","309"
"2","235"
"3","56"
"2","170"
"3","43"
"1","69"
"2","141"
"2","349"
"2","107"
"1","153"
"1","222"
"3","126"
"1","304"
"1","211"
"1","136"
"2","90"
"2","14548"
"1","312"
"3","185"
"2","304"
"2","55"
"1","14623"
"2","0"
"1","140"
"1","106"
"1","0"
"3","87"
"2","186"
"1","200"
"1","95"
"3","46"
"3","133"
"1","234"
"3","183"
"1","197"
"3","89"
"2","129"
"3","37"
"2","74"
"2","100"
"2","79"
"2","249"
"3","129"
"1","110"
"2","0"
"2","116"
"2","64"
"2","237"
"3","42"
"1","126"
"3","64"
"3","72"
"2","242"
"2","106"
"1","468"
"1","155"
"2","-265"
"3","145"
"1","163"
"1","237"
"2","231"
"3","129"
"1","545"
"1","140"
"1","99"
"3","218"
"3","147"
"1","121"
"3","68"
"2","231"
"2","145"
"2","86"
"3","60"
"3","54"
"3","262"
"1","177"
"3","212"
"2","299"
"2","108"
"1","342"
"3","198"
"2","63"
"3","158"
"3","158"
"3","230"
"2","56"
"3","164"
"3","83"
"3","166"
"1","175"
"2","0"
"1","107"
"1","154"
"2","62"
"1","106"
"1","146"
"3","280"
"2","0"
"2","309"
"3","93"
"1","61"
"3","67"
"3","235"
"3","99"
"2","129"
"1","343"
"1","0"
"1","407"
"3","30"
"1","0"
"3","92"
"3","80"
"2","203"
"3","239"
"3","87"
"2","0"
"2","122"
"3","156"
"2","0"
"3","0"
"3","108"
"2","212"
"2","375"
"2","112"
"2","70"
"2","65"
"3","134"
"2","138"
"1","205"
"2","331"
"3","298"
"1","180"
"1","420"
"2","192"
"2","106"
"2","215"
"2","38"
"2","300"
"1","71"
"3","238"
"1","356"
"1","242"
"3","54"
"3","110"
"3","46"
"1","133"
"2","256"
"3","95"
"2","0"
"1","289"
"3","209"
"3","148"
"1","171"
"2","0"
"3","68"
"2","104"
"1","243"
"3","188"
"3","255"
"2","81"
"3","171"
"1","95"
"2","185"
"1","72"
"3","153"
"2","148"
"2","14465"
"3","161"
"1","160"
"1","91"
"2","67"
"2","174"
"2","175"
"1","222"
"3","155"
"1","282"
"2","259"
"2","165"
"3","59"
"1","142"
"3","38"
"1","73"
"3","45"
"2","68"
"2","240"
"3","176"
"2","149"
"2","217"
"2","36"
"2","185"
"3","201"
"2","144"
"2","43"
"1","222"
"3","277"
"3","160"
"3","160"
"2","66"
"1","300"
"1","691"
"1","110"
"3","41"
"1","184"
"2","76"
"1","83"
"3","37"
"3","0"
"1","312"
"1","14943"
"3","207"
"1","180"
"1","87"
"3","67"
"2","54"
"2","202"
"2","320"
"2","194"
"1","119"
"1","346"
"2","-88"
"1","114"
"3","133"
"1","396"
"1","478"
"3","47"
"3","442"
"3","230"
"3","76"
"1","0"
"3","47"
"1","225"
"3","148"
"2","77"
"2","407"
"2","83"
"2","149"
"2","116"
"1","133"
"1","284"
"2","315"
"2","98"
"1","154"
"2","50"
"1","302"
"1","383"
"3","0"
"2","384"
"1","446"
"1","249"
"2","72"
"3","156"
"2","163"
"1","198"
"3","53"
"3","0"
"2","38"
"2","40"
"1","188"
"3","71"
"3","128"
"3","239"
"3","264"
"2","0"
"1","225"
"3","202"
"2","61"
"3","316"
"1","57"
"3","52"
"2","200"
"3","58"
"1","457"
"1","231"
"2","14533"
"2","124"
"2","170"
"1","0"
"1","0"
"2","129"
"2","136"
"3","132"
"3","263"
"1","86"
"3","144"
"3","408"
"1","126"
"2","125"
"3","310"
"1","72"
"2","202"
"1","83"
"1","122"
"2","80"
"1","252"
"1","231"
"3","67"
"2","390"
"3","142"
"1","60"
"3","42"
"3","194"
"2","125"
"3","358"
"1","0"
"2","36"
"3","221"
"3","138"
"2","112"
"1","239"
"3","257"
"2","70"
"1","381"
"1","226"
"1","693"
"2","43"
"3","217"
"3","48"
"3","48"
"1","419"
"2","93"
"2","205"
"1","341"
"3","122"
"1","120"
"3","337"
"3","74"
"2","278"
"2","160"
"1","258"
"3","96"
"1","159"
"1","223"
"1","207"
"1","355"
"3","170"
"3","180"
"1","389"
"1","296"
"1","139"
"1","234"
"1","143"
"3","45"
"2","100"
"3","128"
"2","95"
"1","620"
"3","90"
"2","141"
"3","356"
"2","291"
"2","256"
"1","189"
"1","507"
"2","165"
"3","174"
"1","296"
"1","507"
"2","180"
"1","0"
"2","139"
"3","268"
"3","136"
"1","280"
"3","234"
"3","234"
"3","0"
"1","346"
"2","114"
"2","99"
"1","293"
"3","289"
"1","587"
"3","122"
"3","272"
"2","79"
"2","89"
"3","332"
"3","89"
"3","171"
"1","136"
"1","417"
"2","40"
"1","272"
"1","159"
"1","487"
"3","64"
"1","250"
"3","64"
"1","262"
"3","209"
"3","281"
"1","116"
"1","115"
"1","300"
"1","124"
"3","138"
"3","92"
"1","214"
"1","220"
"3","136"
"3","74"
"2","57"
"1","62"
"2","104"
"3","74"
"1","277"
"3","124"
"1","261"
"1","0"
"3","136"
"3","78"
"3","140"
"3","150"
"3","177"
"3","-273"
"1","251"
"2","146"
"3","304"
"2","137"
"2","199"
"1","290"
"3","40"
"3","0"
"2","231"
"3","258"
"2","130"
"2","217"
"1","322"
"2","53"
"2","146"
"1","81"
"1","201"
"2","242"
"3","191"
"2","98"
"2","116"
"1","285"
"3","74"
"2","121"
"1","135"
"3","87"
"1","0"
"2","56"
"3","136"
"3","243"
"2","217"
"3","201"
"2","0"
"2","291"
"1","81"
"2","168"
"1","318"
"2","329"
"1","53"
"2","112"
"1","377"
"1","330"
"3","191"
"1","455"
"2","84"
"2","58"
"1","254"
"2","102"
"1","520"
"2","174"
"3","221"
"1","0"
"3","44"
"1","269"
"2","43"
"1","202"
"2","150"
"1","76"
"2","73"
"1","504"
"1","276"
"1","71"
"2","94"
"3","120"
"2","291"
"3","123"
"1","101"
"2","337"
"2","166"
"2","150"
"2","66"
"2","152"
"3","164"
"3","113"
"1","215"
"2","63"
"2","79"
"3","223"
"2","64"
"1","414"
"1","313"
"3","146"
"1","466"
"1","118"
"1","213"
"1","152"
"2","63"
"3","103"
"3","230"
"2","187"
"3","177"
"2","232"
"2","0"
"2","0"
"3","0"
"3","211"
"1","222"
"1","14738"
"1","75"
"2","196"
"1","203"
"2","223"
"2","315"
"3","71"
"3","198"
"2","381"
"1","289"
"3","149"
"2","191"
"2","0"
"2","77"
"2","49"
"1","349"
"1","65"
"1","0"
"3","197"
"1","84"
"2","342"
"1","386"
"3","61"
"1","87"
"3","114"
"3","182"
"2","141"
"2","147"
"1","109"
"1","144"
"1","113"
"1","104"
"3","194"
"2","130"
"1","276"
"3","145"
"3","309"
"3","34"
"3","248"
"2","263"
"2","49"
"1","365"
"1","236"
"1","120"
"3","124"
"3","135"
"2","0"
"1","447"
"1","411"
"2","88"
"1","274"
"1","167"
"1","401"
"3","199"
"3","112"
"1","153"
"2","158"
"3","76"
"2","0"
"3","229"
"2","228"
"2","159"
"3","242"
"1","485"
"2","174"
"2","168"
"2","76"
"3","94"
"1","121"
"1","368"
"3","92"
"2","59"
"1","294"
"2","0"
"1","228"
"1","163"
"1","429"
"3","157"
"2","174"
"1","100"
"3","132"
"2","297"
"3","197"
"2","251"
"2","55"
"1","91"
"3","118"
"2","91"
"1","319"
"3","75"
"1","557"
"3","174"
"3","245"
"3","0"
"2","51"
"3","148"
"3","160"
"3","144"
"3","297"
"1","304"
"1","207"
"1","289"
"1","512"
"1","-303"
"3","166"
"3","68"
"1","137"
"2","0"
"2","251"
"2","356"
"1","280"
"1","178"
"3","69"
"1","331"
"3","69"
"2","161"
"2","14511"
"3","211"
"2","147"
"2","257"
"2","69"
"3","44"
"3","231"
"3","0"
"2","116"
"1","201"
"3","38"
"3","0"
"3","253"
"3","42"
"2","168"
"2","149"
"2","242"
"1","559"
"2","128"
"2","130"
"1","212"
"2","58"
"2","56"
"3","14455"
"3","189"
"2","194"
"2","387"
"1","546"
"1","0"
"2","158"
"3","66"
"3","0"
"3","26"
"2","199"
"2","123"
"2","208"
"1","291"
"3","162"
"3","79"
"3","395"
"1","105"
"3","0"
"1","174"
"3","148"
"2","197"
"2","139"
"1","514"
"1","88"
"3","191"
"1","238"
"3","197"
"2","94"
"3","92"
"1","382"
"2","90"
"1","367"
"1","336"
"2","30"
"2","42"
"1","77"
"3","42"
"1","533"
"2","170"
"1","61"
"2","46"
"2","145"
"3","121"
"3","238"
"1","237"
"1","237"
"2","36"
"3","327"
"2","268"
"2","106"
"3","177"
"3","77"
"1","143"
"3","84"
"3","192"
"2","151"
"2","101"
"3","262"
"3","58"
"2","179"
"3","147"
"3","63"
"2","138"
"1","266"
"3","0"
"1","426"
"3","65"
"1","178"
"2","209"
"1","146"
"1","130"
"2","183"
"3","122"
"2","118"
"2","84"
"2","298"
"1","273"
"1","199"
"3","230"
"3","227"
"1","144"
"1","128"
"3","113"
"1","559"
"3","144"
"3","284"
"2","95"
"1","127"
"1","277"
"2","76"
"1","48"
"1","149"
"2","172"
"3","208"
"3","43"
"2","356"
"3","76"
"2","242"
"1","71"
"1","331"
"3","151"
"1","597"
"1","113"
"1","311"
"3","0"
"1","148"
"1","56"
"1","331"
"3","71"
"3","297"
"2","41"
"1","267"
"3","107"
"3","305"
"3","197"
"1","52"
"1","551"
"2","78"
"2","143"
"3","103"
"1","135"
"3","190"
"1","206"
"3","293"
"3","293"
"1","490"
"3","35"
"2","114"
"2","235"
"1","323"
"1","0"
"1","144"
"3","127"
"3","276"
"3","128"
"3","129"
"1","348"
"2","28"
"1","241"
"2","233"
"2","233"
"2","52"
"2","186"
"2","89"
"3","297"
"2","173"
"3","354"
"2","306"
"1","267"
"3","75"
"2","178"
"3","80"
"3","40"
"3","124"
"2","195"
"3","231"
"1","314"
"1","143"
"1","249"
"3","145"
"3","76"
"3","76"
"3","55"
"2","150"
"1","103"
"1","347"
"3","39"
"2","371"
"2","238"
"1","144"
"2","0"
"1","169"
"3","110"
"1","441"
"2","109"
"2","52"
"3","222"
"3","345"
"1","133"
"3","173"
"1","136"
"3","133"
"1","347"
"3","236"
"2","81"
"3","34"
"2","148"
"3","93"
"2","221"
"3","64"
"3","48"
"3","111"
"1","64"
"2","77"
"2","0"
"3","196"
"1","283"
"2","0"
"2","116"
"2","146"
"2","146"
"3","49"
"2","144"
"2","111"
"3","221"
"1","74"
"1","311"
"1","216"
"3","276"
"2","170"
"1","232"
"2","120"
"1","434"
"1","552"
"3","65"
"3","46"
"1","197"
"2","158"
"3","61"
"1","450"
"2","210"
"1","87"
"3","56"
"3","130"
"1","270"
"2","54"
"1","346"
"3","114"
"3","164"
"2","103"
"1","98"
"3","166"
"3","192"
"1","349"
"3","212"
"2","131"
"1","109"
"2","64"
"1","259"
"3","379"
"1","199"
"1","160"
"3","150"
"1","308"
"1","241"
"1","71"
"1","310"
"2","260"
"3","75"
"3","224"
"2","446"
"3","290"
"1","255"
"3","127"
"3","79"
"2","72"
"3","218"
"2","42"
"3","223"
"2","291"
"1","138"
"2","290"
"1","153"
"1","138"
"3","49"
"3","75"
"3","213"
"1","235"
"1","414"
"2","150"
"3","145"
"3","151"
"2","14445"
"2","0"
"1","59"
"2","212"
"1","59"
"2","102"
"2","248"
"2","52"
"1","371"
"2","82"
"2","0"
"2","145"
"3","0"
"3","71"
"1","103"
"2","50"
"2","142"
"2","0"
"3","71"
"1","188"
"3","125"
"3","164"
"2","0"
"3","107"
"1","379"
"2","119"
"2","103"
"1","264"
"2","284"
"3","38"
"3","216"
"3","0"
"3","168"
"3","147"
"3","186"
"3","201"
"2","170"
"1","485"
"2","74"
"3","255"
"2","87"
"1","83"
"1","83"
"1","293"
"3","56"
"2","134"
"2","102"
"2","190"
"1","300"
"3","0"
"3","137"
"3","169"
"3","102"
"3","60"
"1","76"
"2","42"
"3","97"
"2","79"
"2","321"
"1","268"
"3","67"
"1","252"
"1","0"
"3","315"
"3","14547"
"3","235"
"2","179"
"3","66"
"2","209"
"3","70"
"2","116"
"3","113"
"1","352"
"3","83"
"2","191"
"1","200"
"3","132"
"2","0"
"3","93"
"2","149"
"1","60"
"2","272"
"3","215"
"3","149"
"2","249"
"2","137"
"1","547"
"1","280"
"3","119"
